Coal Flow Rate (t/h),Total Air Flow Rate (t/h),Main Steam Pressure (MPa),Main Steam Temperature (C),Main Steam Flow Rate (t/h),Feed Water Temperature (C),Hot Reheat Steam Temperature (C,Condenser Vacuum (kPa),Thermal Efficiency (%),Turbine Heat Rate (kJ/kWh),Power (MW)
160.4,1709.61,15.95,553.86,1258.88,272.17,557.69,-92.17,39.22,8013.09,424.18
156.52,1686.67,15.98,554.56,1235.76,272.41,560.8,-92.53,39.02,7962.23,422.49
184.9,1905.37,16.85,561.12,1400.18,275.78,566.76,-93.17,39.5,7970.08,466.4
203.83,2084.85,18.89,562.69,1576.02,282.45,567.07,-92.94,39.41,8070.57,520.38
219.81,2314.64,22.55,557.91,1803.86,291.98,563.71,-92.49,41.12,7724.91,598.23
213.24,2245.86,22.88,559.34,1777.57,291.78,562.79,-94.36,41.4,7804.88,593.52
207.15,2148.29,22.34,561.62,1702.57,289.62,564.1,-92.24,41.37,7657,574.28
207.49,2133.16,21.87,562.28,1697.38,289.32,566.96,-92.27,41.21,7715.1,571.31
208.35,2128.15,21.75,563.52,1694.18,289.05,567.32,-92.38,41.05,7697.97,571.34
208.52,2129.69,21.75,564.24,1696.64,289.2,566.95,-92.41,41.16,7724.62,571.4
207.71,2127.6,21.75,563.75,1695.89,289.02,567.1,-92.45,41.26,7729.65,571.18
207.38,2131.9,21.72,563.61,1699.22,289.03,567.03,-92.48,41.03,7756.78,571.53
190.63,2028.23,21.38,561.57,1605.96,287.34,565.04,-92.52,41.12,7654.88,549.2
193.11,1978.99,20.11,560.53,1579.56,284.63,567.25,-92.59,40.45,7825.31,530.4
194.62,1999.06,19.93,560.25,1584.04,284.67,565.02,-92.66,41.25,7817.65,530.78
193.6,1998.56,19.9,559.39,1577.06,284.65,567.82,-92.7,40.17,7860.89,531.08
177.86,1909.27,19.62,558.88,1483.18,282.8,564.02,-92.73,41.46,7659.16,509.83
151.26,1680.96,16.7,562.9,1245,273.07,561.75,-92.87,41.05,7644.38,432.67
142.76,1587.74,15.26,564.89,1174.18,269.63,557.58,-92.98,39.96,7787.04,404.37
156.65,1699.99,14.92,561.93,1186.76,266.98,566.98,-93.45,38.99,8139.65,400.55
196.02,2123.65,20.18,563.6,1577.32,284.66,563.57,-93.59,38.63,7808.82,531.86
194.63,2092.57,20.22,564.94,1564.39,284.64,565.18,-92.64,40.75,7785.57,531.19
194.21,2076.43,20.16,566.64,1571.02,284.73,564.94,-92.6,40.62,7782.83,531.85
194.45,2067.14,20.04,565.09,1562.9,284.69,565.51,-92.57,40.84,7769.44,530.51
194.13,2058.5,19.93,566.49,1558.53,284.65,568.29,-92.54,41.01,7763.85,531.11
193.56,2051.12,19.87,566.13,1555.06,284.7,567.54,-92.51,40.82,7719.41,530.63
194.38,2065.9,19.84,567.17,1560.39,284.58,567.76,-92.48,40.92,7719.28,531.52
194.19,2064.02,19.8,566.54,1556.07,284.76,568.82,-92.45,41.02,7746.88,530.94
193.48,2042,19.72,567.68,1554.53,284.78,568.94,-92.41,40.76,7745.42,530.81
193.97,2031.23,19.83,566.55,1558.81,284.67,566.76,-92.38,40.89,7736.54,530.21
194.87,2034.46,19.88,566.22,1559.21,284.73,567.21,-92.35,40.82,7764.9,530.68
195.11,2032.98,19.79,566.36,1558.66,284.61,567.94,-92.32,40.63,7804.55,530.91
195.23,2025.69,19.82,565.86,1557.85,284.7,567.25,-92.29,40.72,7753.26,530.42
195.33,2027.4,19.78,566.59,1559.13,284.67,567.24,-92.26,40.87,7761.04,530.43
212.16,2148.52,21.86,565.42,1718.4,289.65,567.96,-91.14,40.43,7825.02,573.17
211.42,2142.46,21.86,564.61,1718.86,289.64,565.26,-91.14,40.8,7828.76,572.57
213.27,2156.89,21.75,564.28,1722.82,289.63,567.14,-91.15,40.65,7770.63,572.98
212.69,2154.34,21.76,563.35,1721.86,289.63,568.44,-91.16,40.65,7794.17,572.53
212.07,2149.29,21.76,564.94,1721.16,289.63,568.43,-91.17,40.71,7824.26,572.32
211.92,2146.85,21.83,564.5,1718.97,289.62,567.42,-91.17,40.6,7786.12,571.99
212.81,2146.77,21.83,563.76,1721.61,289.62,566.65,-91.18,40.61,7810.82,571.71
213.53,2158.85,21.69,564.29,1725.58,289.62,567.21,-91.18,40.52,7815.7,572.42
212.95,2153.82,21.67,563.85,1719.65,289.61,567.89,-91.19,40.52,7822.8,572.35
137.51,1547.51,13.32,556.46,1078.84,263.05,551.63,-91.93,38.16,8162.45,360.28
179.03,1880.99,16.4,553.69,1375.38,274.35,560.87,-92.75,38.23,8218.58,447.93
144.1,1582.5,14.27,558.84,1131.85,266.32,558.35,-91.55,38.86,8067.25,381.56
144.75,1587.4,14.29,558.64,1128.13,266.31,558.78,-91.55,38.65,8115.48,381.02
144.68,1591.35,14.27,559.59,1134.48,266.37,560.36,-91.56,38.33,8218.66,381.49
144.05,1586.06,14.33,558.65,1133.56,266.32,560.97,-91.56,38.48,8136.81,381.66
143.46,1585.09,14.31,558.77,1127.33,266.25,560.25,-91.56,38.72,8071.41,381.01
143.95,1583.14,14.33,558.9,1128.74,266.24,559.5,-91.57,38.81,8075.18,380.69
143.76,1585.16,14.37,558.37,1131.16,266.25,558.97,-91.57,38.97,8162.1,380.49
143.9,1587.23,14.26,559.28,1131.6,266.27,559.3,-91.57,38.44,8144.34,381.11
143.84,1587.26,14.28,558.41,1129.15,266.32,559.82,-91.57,38.46,8154.7,380.83
143.35,1586.77,14.3,559.17,1130.96,266.27,560.47,-91.58,38.35,8179.34,381.05
143.2,1582.51,14.32,558.31,1133.92,266.26,557.96,-91.58,38.22,8169.94,381.14
143.93,1590.09,14.28,558,1133.34,266.27,557.68,-91.59,38.56,8162.21,380.37
145.02,1592.99,14.34,558.9,1133.5,266.24,560.73,-91.59,38.13,8223.5,380.95
144.1,1586.39,14.19,557.99,1130,266.33,563.32,-91.59,38.38,8161.87,380.46
143.48,1583.28,14.4,557.22,1142.66,266.52,558.35,-91.62,38.24,8150.03,380.77
145.59,1595.36,14.12,558.19,1143.82,266.13,557.4,-91.63,38.11,8215.68,381.03
146.81,1610.57,14.05,559.16,1140.54,266.06,561.14,-91.65,38.03,8209.71,381.68
147.8,1606.92,14.22,558.17,1139.34,266.13,559.95,-91.68,38.06,8211.66,381.34
148.35,1611.33,14.24,558.65,1135.23,266.08,565.32,-91.7,38.07,8217.64,381.85
145.77,1592.47,14.46,558.01,1132.66,266.17,567.93,-91.71,38.32,8139.16,381.48
145.94,1586.64,14.41,557.92,1133.55,265.91,565.46,-91.72,38.46,8118.06,380.87
146.33,1586.55,14.28,558.58,1128.21,265.94,563.8,-91.74,38.62,8143.23,380.6
146.6,1583.37,14.2,558.72,1121.91,265.96,563.56,-91.75,38.5,8119.54,380.84
146.3,1586.67,14.24,559.72,1121.76,265.9,565,-91.76,38.46,8144.12,380.8
145.71,1579.63,14.32,559.5,1119.32,265.81,567.37,-91.79,38.72,8074.32,381.1
145.22,1577.02,13.97,558.78,1120.43,265.86,566.36,-91.8,38.58,8159.31,380.56
144.77,1573.79,14.33,559.01,1121.4,265.85,564.83,-91.82,38.35,8155.09,380.4
145.39,1583.17,14.45,558.93,1129.84,265.86,564.24,-91.84,38.03,8220.62,380.59
145.59,1584.43,14.2,559.13,1127.46,265.9,564.59,-91.85,38.34,8185.5,380.69
145.7,1583.7,14.25,559.06,1128.02,265.65,564.55,-91.87,38.28,8163.6,380.78
147.92,1596.34,14.2,560,1125.81,265.96,564.87,-91.93,38.51,8176.51,381.06
148.04,1593.85,14.2,559.69,1126.84,265.92,566.59,-91.91,38.32,8155.1,381.27
147.6,1587.28,14.2,559.59,1123.16,266.02,567,-91.9,38.38,8196.15,380.9
146.95,1581.22,14.36,559.43,1120.39,266.02,566.95,-91.88,38.58,8125.98,380.32
145.89,1573.23,14.37,559.38,1121.12,265.94,566.21,-91.87,38.9,8078.96,380.39
146.59,1576.04,14.25,559.39,1122.72,265.96,564.83,-91.83,38.69,8145.76,380.23
146.86,1574.57,14.28,559.25,1120.75,265.99,565.62,-91.82,38.7,8078.56,380.22
146.49,1573.23,14.32,559.48,1120.07,265.85,566.51,-91.8,38.7,8106.87,380.38
146.5,1571.31,14.1,559.05,1121.58,265.98,567.34,-91.79,38.52,8156.18,380.32
143.94,1557.24,14.39,558.32,1119.16,265.94,566.07,-91.77,38.63,8115.26,380.46
144.05,1546.45,14.27,556.36,1124.77,266.1,559.97,-91.76,38.83,8105.76,379.62
145.43,1562.26,14.26,556.66,1133.98,265.87,556.21,-91.74,38.3,8188.79,380.1
147.86,1572.49,14.28,555.87,1133.18,265.93,556.39,-91.72,38.19,8192.49,380.12
148.14,1583.59,14.27,556.02,1139.4,265.99,559.07,-91.71,38.38,8176.23,380.71
146.92,1575.26,14.1,554.7,1135.9,265.75,560.66,-91.69,38.13,8233.68,380.43
149.99,1595.16,14.46,556.28,1145.32,266.22,559.65,-91.68,38.15,8206.9,382.02
161.65,1777.03,16.57,554.92,1280.34,273.06,559.82,-91.62,39.01,8079.11,429.1
210.81,2167.65,21.35,560.05,1686.93,288.49,566.54,-90.7,40.44,7876.77,556.82
228.64,2278.13,22.32,563.5,1822.96,291.39,566.81,-90.29,39.82,8048.44,590.53
223.16,2296.34,23.44,567.19,1854.16,294.3,567.68,-89.6,40.86,7801.05,608.41
224.7,2309.02,23.16,567.66,1851.67,294.1,569.54,-89.65,40.6,7821.66,608.69
220.7,2303.64,23.3,568.78,1830.13,294.11,569.82,-89.8,40.81,7826.44,604.78
168.49,1784.54,18.79,565.17,1406.99,281.41,563.53,-90.51,40.59,7768.54,485.12
143.92,1534.4,13.94,559.53,1128,266.2,559.96,-91.41,38.66,8025.36,381.25
150.17,1574.27,14.12,558.03,1145.48,266.56,564.37,-91.54,38.1,8161.52,386.39
162.2,1736.37,15.77,557.46,1262.53,272.29,563.14,-91.66,38.49,8157.18,423.99
158.13,1717.74,15.86,555.78,1258.02,272.17,561.06,-91.63,38.88,8098.84,423.26
145.2,1616.02,15.24,554.66,1162.99,269.56,557.9,-91.73,39.08,7971.48,400.27
143.46,1573.41,14.17,559.07,1125.94,266,563.01,-91.61,39.03,8001.26,380.75
142.79,1575.87,14.21,558.46,1122.61,265.98,563.28,-91.63,38.54,8143.67,380.9
143.67,1587.51,14.07,557.74,1128.08,266.07,560.06,-91.65,38.29,8188.54,381.08
144.76,1598.15,14.06,557.44,1129.34,265.9,558.41,-91.67,38.45,8108.17,380.96
145.52,1602.54,14,556.54,1129.62,266.13,558.27,-91.68,38.63,8084.23,380.62
201.23,2071.6,18.48,556.49,1542.53,280.89,568.65,-91.16,38.54,8174.08,502.98
219.8,2253.2,20.42,554.86,1691.49,286.68,567.86,-90.88,39.26,8074.42,550.76
238.06,2482.51,24.07,564.69,2032.02,298.39,563.08,-89.73,40.56,7858.61,655.01
238.22,2495.8,24.13,564.9,2025.8,298.42,565.27,-89.77,40.47,7846.15,656.09
238.14,2495.84,24.23,564.65,2024.08,298.49,565.85,-89.83,40.75,7830.23,655.11
238.6,2509.34,24.36,564.86,2026.1,298.41,567.05,-89.79,40.66,7841.53,656.03
237.49,2508.93,24.28,565.54,2028.1,298.48,568.02,-89.75,40.75,7854.42,656.34
185.53,1964.98,18.82,566.79,1492.13,281.88,566.07,-90.62,39.81,7908.33,501.37
184.79,1962.47,18.83,566.59,1492.24,281.72,564.66,-90.6,40,7890.65,501.2
185.99,1972.29,18.78,567.13,1493.17,281.89,565.36,-90.58,40,7903.22,501.26
189.23,2063.79,22.09,558.97,1648.34,288.61,562.24,-90.34,41.46,7669.31,553.76
171.77,1848.87,20.9,557.28,1462.74,282.89,560.68,-90.62,41.23,7685.55,500.18
157.09,1701.25,15.35,551.65,1259.19,270.99,555.65,-91.52,38.54,8173.52,417.9
168.03,1755.51,15.65,554.92,1288.33,271.18,558.71,-91.41,38.32,8134.89,423.02
208.86,2111.14,18.9,556.17,1610.91,283.46,566.61,-91.15,38.23,8259.14,524.13
201.4,2099.69,21.77,564.21,1674.46,288.18,562.97,-90.77,40.84,7710.14,555.72
204.66,2128.64,20.79,563.61,1681.93,288.16,565.65,-90.9,40.47,7832.49,557.22
174.43,1816.68,18.33,560.52,1415.15,279.49,560.73,-91.31,40.72,7681.27,480.01
177.28,1848.05,17.76,560.02,1440.46,279.36,560.76,-91.44,39.66,7949.38,480.24
132.14,1611.78,15.59,563.77,1105.64,267.81,565.99,-93.53,40.72,7691.17,394.61
140.25,1502.94,14.93,558.67,1105.88,266.48,558.38,-94.14,39.76,7841.29,386.44
140.48,1569.39,14.88,555.34,1158.86,267.78,552.07,-90.37,38.99,8020.68,385.26
150.17,1574.27,14.12,558.03,1145.48,266.56,564.37,-91.54,38.1,8161.52,386.39
180.04,1899.93,17.8,556.84,1436.04,279.55,563.53,-91.54,39.79,7940.3,480.33
180.27,1907.29,17.79,558.47,1429.69,279.25,567.31,-91.51,39.7,7966.91,480.61
182.11,1910.51,17.65,559.17,1434.39,279.28,569.09,-91.49,39.69,7959.68,481.58
199.99,2018.87,19.31,562.86,1574.13,282.42,569.28,-91.84,39.1,8071.47,513.95
209.68,2150.71,20.72,562.47,1661.55,287.64,570.1,-90.58,39.92,7918.66,552.58
165.94,1780.25,18.55,564.21,1364.46,279.42,559.74,-90.71,40.79,7722.67,466.3
161.48,1689.46,16.53,563.48,1292.84,274.25,559.38,-90.9,39.82,7861.1,436.03
162.81,1703.06,16.18,563.47,1296.92,273.79,560.6,-90.33,38.58,8099.33,434.27
166.54,1748.65,16.02,557.4,1302.84,273.77,562.1,-91.23,38.86,8045.26,434.91
166.68,1755.25,16.09,558.43,1293.02,273.73,565.87,-91.21,39.08,8030.37,435.42
166.58,1757.8,16.18,560.25,1288.71,273.79,565.43,-91.19,39.22,7977.82,434.64
166.24,1759.12,16.18,562.46,1288.14,273.67,564.61,-91.17,38.88,8083.07,435.08
166.07,1756.45,16.19,563.76,1287.77,273.76,564.74,-91.15,39.14,8044.51,434.87
164.05,1745.4,16.36,562.94,1283.38,273.79,562.74,-91.11,39.24,7988.17,434.06
164.71,1750.38,16.33,561.55,1293.85,273.8,558.4,-91.09,39.16,8013.38,434.37
165.86,1759.36,16.03,561.89,1296.57,273.73,558.03,-91.07,39.11,8012.5,435.35
165.33,1757.19,16.18,559.24,1296.38,273.9,559.66,-91.05,39.14,8023.11,434.83
189.04,2096.9,22.32,564.39,1661.07,290.26,561.79,-90.65,41.26,7651.29,559.95
170.53,1882.59,19.6,561.77,1479.52,283.57,559.03,-90.93,41.31,7632.49,506.18
166.1,1781.05,16.52,554.73,1341.9,275.49,563.47,-91.58,38.86,7964.59,450.23
189.45,2103.76,22.24,564.1,1665.98,290.07,562.11,-90.99,41.77,7618.93,565.68
173.66,1905.76,20.26,563.6,1501.11,284.19,560.2,-91.25,41.67,7587.02,515.4
169.3,1795.44,15.83,558.29,1300.99,272.05,567.71,-92.23,38.03,8074.63,433.59
190.97,1990.6,17.71,556.01,1488.35,276.28,567.96,-91.91,38.62,8127.51,488.38
228.31,2371.42,21.84,558.32,1840.13,291.02,562.18,-91.26,39.15,8119.03,594.03
200.53,2219.56,23.09,564.36,1718,291.3,565.64,-92.57,41.92,7572.1,585.83
180.94,2006.28,21.39,563.41,1535.85,288.08,564.43,-92.65,41.89,7570.58,532.06
161.52,1801.51,21.23,563.57,1370.85,279.56,561.19,-92.79,41.77,7551.34,482.25
208.71,2302.24,23.61,566.79,1752.26,292.41,566.31,-94.99,42.35,7542.63,598.61
192.38,2077.43,21.98,568.48,1593.98,287.17,565.23,-92.98,41.8,7597.08,549.7
172.23,1903.78,19.43,561.85,1406.45,280.81,563.42,-93.5,41.88,7529.25,494.71
200.45,2233.15,23.06,568.19,1712.89,291.83,565.96,-93.11,41.94,7572.55,585.41
214.37,2398.94,24.02,565.07,1845.49,294.66,567.97,-93.25,41.91,7602.29,621.98
191.21,2157.31,22.92,564.76,1661.25,289.48,565.75,-92.58,41.91,7590.35,568.39
205.54,2279.76,23.76,561.44,1784.49,292.71,564.45,-93.2,41.73,7555.48,604.5
169.13,1927.05,19.89,562.01,1415.08,280.59,562.75,-93.85,41.71,7563.87,495.13
169.03,1856.43,19.72,564.26,1416.35,282.37,563.87,-93.76,41.83,7556.17,497.24
187.52,2070.08,22.53,563.57,1608.83,288,565.64,-93.65,42.31,7499.22,558.78
167.61,1858.84,19.97,562.25,1433.42,281.72,563.61,-93.76,42.21,7497.43,505.59
203.63,2193.23,22.64,563.43,1732.61,291.88,563.53,-90.75,41.96,7585.5,587.88
181.78,1971.63,22.08,562.11,1540.68,286.74,560.7,-93.81,42.29,7502.11,534.37
162.65,1770.01,20.32,560.88,1365.78,282.73,557.3,-93.89,42.03,7502.86,480.85
233.46,2491.28,24.24,565.67,1969.18,297.86,566.09,-93.73,41.82,7648.48,654.81
233.5,2490.5,24.22,565.88,1967.19,297.99,565.94,-93.72,41.82,7641.25,654.46
234.15,2496.33,24.28,566.67,1970.98,297.78,567.03,-93.71,41.8,7656.49,655.21
233.97,2499.73,24.2,566.85,1966.57,297.82,567.71,-93.71,41.84,7644.44,654.91
234.45,2499,24.2,568.02,1967.24,297.98,566.96,-93.7,41.81,7650.87,654.62
233.24,2486.69,24.26,567.29,1971.49,297.92,566.7,-93.69,41.75,7672.63,654.36
233.74,2494.3,24.27,566.48,1968.04,297.87,568.16,-93.67,41.72,7659.63,654.62
233.13,2495.59,24.21,567.13,1967.11,297.81,566.85,-93.63,41.75,7642.91,655.14
208.73,2334.99,23.91,566.7,1808.07,294.72,566.61,-93.04,42.27,7537.46,614.35
168.91,1890.23,20.7,564.93,1437.24,283.32,563.27,-94,42.11,7486.95,506.55
214.35,2395.04,23.97,565.97,1854.23,295.65,568.4,-94.1,41.94,7591.76,624.68
171.17,1898.44,20.66,561.54,1481.23,284.72,562.01,-94.15,42.02,7516.47,517.06
170.44,1860.66,19.82,561.19,1450.19,283.28,562.66,-94.63,41.99,7514.24,508.7
180.63,1932.45,21.14,564.45,1553.14,286.46,562.95,-94.25,42.12,7526.66,539.21
152.1,1720.99,18.14,560.46,1302.83,277.87,565.3,-94.4,42.03,7505.11,464.1
221.42,2356.18,23.98,563.27,1899.26,296.25,565.33,-90.7,42.09,7587.38,636.68
196.33,2101.93,22.51,559.3,1673.34,290.5,563.54,-94.11,42.09,7528.69,573.3
183.93,1989.39,20.8,560.49,1572.73,286.77,564.19,-94.16,41.71,7582.93,540.78
161.35,1776.06,19.46,558.32,1382.9,281.48,563.52,-94.21,41.91,7510.83,487.2
220.77,2353.91,24,561.58,1896.5,296.04,564.99,-94.37,41.72,7636.43,632.47
206.05,2237.82,23.13,557.29,1785.72,293.05,563.37,-90.5,41.93,7584.84,601.61
174.56,1908.93,20.57,556.18,1499.62,285.2,559.23,-94.33,42.28,7499.02,521.41
154.53,1724,19.23,552.94,1322.79,278.25,555.08,-94.45,42.13,7474.53,467.87
210.3,2300.91,23.53,564.65,1838.26,295.22,565.94,-94.54,42.31,7535.73,623.12
222.12,2221.8,23.43,565.26,1829.9,293.54,564.84,-94.61,41.77,7637.51,615.3
171.54,1860.31,18.83,560.67,1419.64,280.94,561.46,-94.89,41.87,7594.89,493.91
208.96,2268.72,23.19,563.05,1814.77,294.74,564.77,-94.57,42.35,7508.73,616.42
173.82,1845.7,19.59,560.8,1470.9,283.47,560.9,-92.86,41.89,7540.8,512.95
220.84,2335.53,23.78,564.63,1867.89,295.89,565.29,-94.45,42.2,7552.86,630.24
191.42,2031.38,21.17,563.23,1611.38,288,564.84,-94.89,42.13,7546.37,556.79
214.49,2270.92,23.91,565.76,1841.38,295.25,564.37,-92.53,42.07,7553.37,622.75
191.5,2048.91,22.73,563.15,1659.81,289.98,560.76,-94.5,42.08,7525.46,569.37
183.71,1988.26,22.87,557.88,1599.46,288.06,560.16,-94.52,42.05,7530.19,550.13
163.75,1781.66,20.92,551.3,1420.82,282.2,555.61,-94.64,42.17,7487.1,496.86
222.9,2314.53,23.73,563.1,1874.91,296.7,564.6,-94.8,42.1,7585.59,630.08
195.3,2029.93,21.69,564,1633.87,289.56,563.6,-94.84,42.17,7552.16,562.54
208.75,2179.43,23.62,562.55,1769.09,292.93,562.58,-94.71,42.05,7568.23,599.22
181.11,1925.8,20.77,554.28,1556.6,285.88,554,-91.09,41.96,7538.06,534.96
203.94,2248.18,23.4,564.72,1785.74,293.91,563.86,-94.83,42.33,7527.66,607.82
191.2,2019.84,21.78,559.93,1613.94,288.08,561.97,-94.82,42.13,7639.37,554.99
206.56,2246.23,23.49,564.38,1777.18,293.61,565.33,-94.68,42.31,7621.77,606.56
169.12,1823.59,18.77,559.59,1412.33,281.97,559.82,-94.73,42.1,7498.39,497.4
212.45,2214.16,23.4,567.43,1757.22,293.31,566.34,-94.43,42.06,7613.02,599.49
205.52,2220.66,23.47,567.13,1742.64,292.65,565.84,-94.55,42.35,7615.59,597.71
185.92,2007.73,22.31,567.55,1561.98,289.31,565.36,-94.58,42.35,7505.95,545.55
171.33,1835.58,19.17,563.3,1393.65,281.25,564.99,-92.55,42.01,7674.89,492.85
220.16,2348.56,23.85,567.41,1860.39,295.87,566.87,-94.3,42.18,7690.27,629.8
179,1920.55,20.89,565.47,1508.88,285.76,560.17,-94.35,42.22,7511.81,527.78
161.66,1770.34,18.19,566.47,1348.74,279.82,557.73,-94.45,42,7488.13,477.95
164.48,1752.17,17.81,562.4,1348.52,279.62,561.95,-94.32,41.88,7503.91,477.88
213.65,2333.38,23.74,566.15,1861.38,295.83,566.2,-89.79,42.14,7654.72,630.02
194.78,2118.12,20.91,562.45,1652.26,289.09,568.09,-94.43,41.75,7691.99,566.88
172.09,1890.57,19.74,560.28,1474.11,284.35,563.07,-93.6,42.12,7599.92,515.84
219.32,2383.65,23.97,567.03,1895.71,297.27,566.79,-94.2,41.93,7689.21,636.93
177.14,1935.42,20.28,561.96,1511.37,285.32,565.67,-94.35,42,7668.64,526.79
204.05,2230.6,23.48,565.6,1781.38,293.79,565.06,-89.65,42.13,7645.65,604.96
166.75,1834.21,19.12,558.69,1431.12,282.31,560.55,-94.4,41.75,7686.41,499.9
170.07,1881.47,21.13,562.28,1476.65,285.24,561.1,-94.28,42.19,7543.18,516.25
152.37,1728.59,20.42,559.07,1316.33,277.73,556.43,-94.38,41.77,7508.39,463.78
196.59,2216.88,22.74,561.7,1714.57,291.62,563.28,-94.31,42.29,7694.96,585.89
190.83,2104.82,22.74,564.04,1648.59,289.33,564.11,-94.32,41.98,7600.42,565.06
220.98,2383.77,23.39,562.72,1908.28,296.55,561.01,-94.22,41.94,7703.34,638.27
175.52,1909.55,21.12,560.41,1524.04,285.29,559.97,-94.49,41.7,7582.87,526.18
174.75,1873.11,20.69,561.28,1500.52,285.08,561.88,-94.32,42,7540.79,521.51
156.14,1706.73,18.53,557.26,1324.55,279.03,559.38,-94.43,41.93,7515.5,468.46
209.78,2270.52,23.73,560.83,1822.38,294.4,564.46,-94.13,41.82,7605.65,611.1
187.37,2039.46,22.42,560.4,1634.29,288.58,561.98,-92.65,41.77,7591.58,557.38
233.69,2451.34,23.84,567.25,1969.86,297.81,568.78,-94.16,41.71,7676.33,655
174.18,1838.5,20.41,553.54,1477.76,283.87,553.97,-94.35,42.26,7498.54,513.19
207.29,2203.85,23.31,561.28,1756.46,292.68,565.18,-94.56,42.14,7561.8,596.34
189.29,2034.41,21.16,564.89,1579.05,287.46,564.51,-94.72,42.14,7543.77,546.65
179.53,1967.77,20.66,560.69,1511.08,284.77,561.73,-94.63,41.87,7563,522.75
181.09,1888.43,20.32,561.61,1497.26,284.36,558.55,-93.32,41.99,7560.27,518.96
205.27,2209.1,23.52,565.73,1763.45,293.57,565.73,-94.35,42.15,7559.92,599.62
183.97,1973.23,22.31,563.08,1577.1,288.18,561.61,-92.11,42.2,7523.49,545.37
219.6,2268.35,23.31,564.6,1837.54,295.24,565.26,-94.02,42.06,7587.05,619.84
197.63,2093.12,22.39,564.53,1661.68,289.8,565.1,-94.25,41.88,7597.93,567.72
181.37,1931.7,20.12,563.41,1501.03,285.28,566.75,-90.58,41.97,7548.78,523.68
242.55,2507.04,22.8,563.08,1926.32,293.85,565.6,-94.66,40.43,7907.79,627.09
234.57,2398.9,21.65,560.8,1811.97,290.33,563.33,-94.55,40.17,7964.14,590.08
246.03,2461.66,22.03,562.3,1966.98,295.43,564.31,-90.63,39.72,7977.62,636.67
243.91,2481.33,22.43,560.62,1923.75,292.89,565.91,-91.57,39.79,7978.85,621.05
240.33,2471.62,23.23,563.8,1992.35,295.85,568.2,-90.06,40.59,7813.71,633.77
236.75,2396.37,22.27,557,1905.94,292.87,563.45,-91.48,39.78,8000.69,613.69
238.77,2457.65,23.95,559.62,1955.38,296.38,564.65,-93.59,40.62,8004.34,634.98
